lev_from_returnpath,lev_returnpath_helo,lev_helo_messageid,dkim_signature_present,reply_to_present,hop_count,total_delay_log,asn_in_nerd,asn_avg_rep,ptr_exists,ptr_matches_helo,helo_domain_resolves,from_domain_has_mx,lev_display_name_alignment,display_name_missing,spamassassin_score,spamassassin_present
1,0.4,1,1,0,4,2.302585,1,0.159481,1,0,1,1,0.75,0,-8.689,1
1,1,,0,1,4,2.639057,1,0.060881,1,1,1,1,1,0,-1.42,1
1,1,1,1,0,4,1.609438,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
0.2,1,1,1,1,4,2.70805,1,0.053036,1,1,1,1,0.4545,0,0.222,1
1,,,1,0,4,2.944439,1,0.00411,1,0,0,1,0.12,0,-1.742,1
0.5,0.1667,1,1,1,4,5.771441,1,0.159104,1,1,0,1,0.5455,0,-2.651,1
1,1,,0,1,4,3.332205,1,0.163286,1,1,1,1,1,0,-1.399,1
1,1,0.1333,1,1,3,1.609438,1,0.159104,1,1,1,1,1,0,-5.7,1
0,1,1,1,1,4,2.772589,1,0.159104,1,1,1,1,1,0,-2.527,1
0.1333,1,1,1,1,4,3.135494,1,0.159104,1,1,1,1,1,0,-1.966,1
1,1,1,1,0,4,2.639057,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,0.1111,0.1111,0,0,3,2.484907,1,0.047498,1,1,1,1,,1,6.702,1
0.1765,1,1,1,1,4,2.397895,1,0.227036,1,1,1,1,0.1538,0,-5.678,1
1,1,0.0909,1,1,3,6.824374,1,0.159104,1,1,1,1,0.5833,0,-2.152,1
1,1,,1,1,4,2.397895,1,0.163286,1,1,1,1,0.25,0,-5.208,1
1,0.0769,0.0769,1,0,5,2.197225,1,0.007332,1,0,1,1,0.7273,0,-1.998,1
1,1,0.0909,1,1,3,6.054439,1,0.159104,1,1,1,1,0.5833,0,-2.51,1
0.3333,0.3333,,0,1,4,12.467101,1,0.076553,1,0,0,0,0.2,0,8.918,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-1.937,1
1,1,1,0,0,2,0,1,0.06216,0,0,1,0,0.5833,0,,0
0.3846,1,1,1,1,3,1.386294,1,0.227036,1,1,1,1,0.5455,0,-1.786,1
1,1,1,0,0,3,0,1,0.06216,0,0,1,0,,1,,0
1,1,,1,1,4,2.564949,1,0.163286,1,1,1,1,0.25,0,-5.208,1
1,1,,1,1,4,2.397895,1,0.163286,1,1,1,1,0.1111,0,-0.999,1
1,1,1,1,0,4,1.94591,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,0.3,0.2,1,0,4,3.637586,1,0.159481,1,0,0,1,0.75,0,-6.13,1
0,1,1,1,1,4,3.713572,1,0.159104,1,1,1,1,0.4286,0,4.534,1
0.2,1,1,1,1,4,2.639057,1,0.053036,1,1,1,1,0.4545,0,-0.343,1
1,1,1,0,1,2,0,0,,0,0,1,0,0.3514,0,,0
1,1,,1,0,4,2.397895,1,0.076553,1,1,1,1,0.125,0,-3.191,1
1,0.2,0.6,1,0,4,1.386294,1,0.167366,1,1,1,0,0.8235,0,0.128,1
1,1,1,0,0,3,0,1,0.06216,0,0,1,0,,1,,0
1,1,,1,1,4,2.944439,1,0.163286,1,1,1,1,0.25,0,-8.198,1
0.0909,1,1,1,1,4,2.564949,1,0.159104,1,1,1,1,0.4286,0,2.125,1
1,1,1,1,0,4,2.197225,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,0.0909,1,1,3,1.791759,1,0.159104,1,1,1,1,0.5833,0,-1.491,1
0.3333,1,0.2,1,1,4,2.639057,1,0.159104,1,1,1,1,0.2,0,-1.983,1
1,1,,1,1,4,1.94591,1,0.076553,1,1,0,0,0.1351,0,6.999,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,1,1,0,4,2.197225,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,,0,1,4,4.025352,1,0.163286,1,1,1,1,1,0,-1.9,1
0.1333,0.1429,0.1429,1,1,5,2.197225,1,0.14289,1,1,1,1,0.1818,0,-2.66,1
0.1667,0.1429,0.1429,1,0,5,3.433987,1,0.14289,1,1,1,1,0.4706,0,-2.559,1
1,0.4,1,1,0,4,2.890372,1,0.159481,1,0,1,1,0.75,0,-2.019,1
1,1,1,0,0,6,2.70805,1,0.003051,0,0,1,1,,1,-1.901,1
1,1,,1,1,4,2.564949,1,0.163286,1,1,1,1,0.25,0,-1.499,1
1,0.3846,1,1,1,3,1.609438,1,0.227036,1,1,1,1,0.5833,0,-1.438,1
1,0.2,0.6,1,0,4,2.197225,1,0.167366,1,1,1,0,0.4211,0,-2.019,1
1,1,0.1333,1,1,3,1.94591,1,0.159104,1,1,1,1,1,0,-6.19,1
1,1,,0,1,4,2.639057,1,0.060881,1,1,1,1,0.5,0,-1.42,1
1,0.2,0.6,1,0,4,1.94591,1,0.167366,1,1,1,0,0.9091,0,-2.661,1
0.35,1,1,1,1,3,0.693147,1,0.236867,1,1,1,0,0.64,0,,0
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-1.297,1
1,1,0.0909,1,1,3,0.693147,1,0.159104,1,1,1,1,0.5833,0,,0
1,1,1,0,0,3,0,1,0.06216,0,0,1,0,,1,,0
1,0.619,0.4286,1,0,4,4.127134,1,0.175827,1,1,1,1,,1,-5.01,1
1,1,1,0,0,2,0,0,,0,0,1,0,0.6154,0,,0
1,1,,1,1,4,2.484907,1,0.163286,1,1,1,1,0.1111,0,-2.179,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,0.0909,0.0909,1,0,4,1.609438,1,0.159104,1,1,0,1,0.2,0,-3.943,1
1,0.0909,0.0909,1,0,4,3.637586,1,0.159104,1,1,0,1,0.1667,0,-1.095,1
1,1,,1,1,4,2.484907,1,0.163286,1,1,1,1,0.1111,0,-1.499,1
0.0909,1,1,1,1,4,7.101676,1,0.159104,1,1,1,1,0.4,0,-1.595,1
1,1,1,1,0,4,2.302585,1,0.076553,1,1,1,1,0.3704,0,-1.501,1
0.1667,0.1176,0.1176,1,0,5,5.641907,1,0.14289,1,1,1,1,0.4706,0,-2.559,1
1,1,,1,1,4,2.639057,1,0.163286,1,1,1,1,0.25,0,-5.708,1
0.0833,0.0769,0.0769,1,1,5,1.94591,1,0.227036,1,1,1,1,0.4,0,-1.06,1
0.125,1,1,1,1,4,2.197225,1,0.227036,1,1,1,1,0.4545,0,-0.866,1
1,1,,0,1,4,2.639057,1,0.060881,1,1,1,1,0.2727,0,-1.42,1
1,1,1,1,0,4,2.564949,0,,1,1,1,1,0.2308,0,-0.351,1
1,1,,1,1,4,2.639057,1,0.163286,1,1,1,1,0.1111,0,-2.84,1
0.1667,0.1176,0.1176,1,0,5,4.043051,1,0.14289,1,1,1,1,0.4706,0,-2.559,1
1,1,1,0,0,3,0,1,0.028552,0,0,1,0,,1,,0
1,0.6,0.6,1,0,4,2.302585,1,0.167366,1,1,1,1,0.9091,0,-2.65,1
0.4667,0.4667,,0,1,4,3.044522,1,0.060881,1,1,1,1,0.55,0,4.076,1
1,0.3846,1,1,1,3,1.94591,1,0.236867,1,1,1,1,0.5294,0,-2,1
1,1,,0,1,4,2.833213,1,0.060881,1,1,1,1,1,0,-1.42,1
1,0.0952,0.0952,0,1,5,2.890372,0,,1,0,0,1,0.2368,0,-2.911,1
1,1,,1,1,4,2.833213,1,0.163286,1,1,1,1,0.1111,0,-2.679,1
0.2,1,1,1,1,4,2.484907,1,0.053036,1,1,1,1,0.4545,0,,0
1,0.125,0.1364,0,0,3,6.744059,1,0.132961,0,0,1,0,0.25,0,-1.899,1
1,1,1,1,0,4,2.564949,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,0.1333,1,1,3,1.609438,1,0.159104,1,1,1,1,1,0,-4.5,1
0.0588,0.2727,0.0588,1,1,3,6.324359,0,,0,0,0,1,1,0,6.102,1
1,0.4,1,1,0,4,2.484907,1,0.159481,1,0,1,1,0.75,0,-10.009,1
1,1,1,1,0,4,2.397895,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,0,0,2,0,0,,0,0,1,0,0.2,0,,0
1,1,,0,1,4,2.197225,1,0.163286,1,1,1,1,1,0,,0
1,0.4,1,1,0,4,2.197225,1,0.159481,1,0,1,1,0.75,0,-1.101,1
1,0.6,0.6,1,0,4,1.609438,1,0.167366,1,1,1,1,0.7333,0,-2.66,1
1,1,,1,1,4,2.70805,1,0.163286,1,1,1,1,0.25,0,-5.698,1
1,1,,1,1,4,1.791759,1,0.163286,1,1,1,1,0.25,0,,0
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-1.297,1
1,1,,1,1,4,2.564949,1,0.163286,1,1,1,1,0.25,0,3.881,1
0.2222,1,1,1,1,4,3.871201,1,0.227036,1,1,1,1,0.4545,0,-0.866,1
1,1,1,0,0,3,0,1,0.007332,0,0,1,0,,1,,0
1,1,1,0,0,2,0,0,,0,0,1,0,0.5833,0,,0
1,0.3077,,0,1,4,3.78419,1,0.163286,1,1,1,1,1,0,0.863,1
1,0.2,0.6,1,0,4,1.791759,1,0.167366,1,1,1,0,0.9231,0,-2.02,1
1,0.4,0.4,1,0,5,2.197225,1,0.020962,1,0,1,0,0.6,0,1.608,1
0.125,1,1,1,1,4,2.197225,1,0.227036,1,1,1,1,0.0714,0,-1.876,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,0.1875,1,1,3,2.833213,0,,1,1,1,1,0.2,0,-0.172,1
1,1,,1,1,4,2.197225,1,0.163286,1,1,1,1,0.25,0,-0.944,1
0.1538,1,1,1,1,3,1.791759,1,0.236867,1,1,1,1,0.4444,0,-1.937,1
1,1,,0,1,4,2.564949,1,0.163286,1,1,1,1,1,0,-1.4,1
1,0.3846,1,1,1,3,1.791759,1,0.227036,1,1,1,1,0.5455,0,-3.139,1
1,1,,0,1,4,0,1,0.060881,1,1,1,1,1,0,-1.496,1
1,1,1,0,0,3,0,1,0.007332,1,0,1,0,,1,,0
1,1,,1,1,4,3.135494,1,0.163286,1,1,1,1,0.25,0,-5.698,1
1,1,1,1,0,4,3.583519,1,0.167366,1,1,1,1,0.2857,0,-3.876,1
1,1,,1,1,4,2.484907,1,0.163286,1,1,1,1,0.1111,0,-1.499,1
1,1,1,1,1,4,2.197225,0,,1,1,1,1,0.8333,0,1.553,1
0.1852,1,0.1852,1,0,5,1.791759,1,0.14289,1,1,1,1,0.5833,0,-3.486,1
1,1,1,1,0,4,2.484907,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
0.0909,1,1,1,1,4,2.079442,1,0.159104,1,1,1,1,0.3889,0,-1.323,1
1,1,,1,1,4,2.197225,1,0.163286,1,1,1,1,0.25,0,2.295,1
0.4667,0.4667,,0,1,4,3.258097,1,0.060881,1,1,1,1,0.55,0,8.976,1
1,1,1,1,1,4,2.302585,1,0.185982,1,0,1,1,1,0,-2.458,1
1,1,,1,1,4,2.397895,1,0.163286,1,1,1,1,0.25,0,-2.159,1
1,1,1,1,0,4,1.609438,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,0.2,0.6,1,0,4,1.386294,1,0.167366,1,1,1,0,0.4375,0,-1.999,1
1,0.7692,0.7692,1,1,4,2.197225,1,0.185982,1,1,1,1,1,0,-2,1
1,1,1,0,0,2,0,0,,0,0,1,0,,1,,0
1,1,,0,1,4,2.564949,1,0.060881,1,1,1,1,1,0,-1.42,1
1,1,0.7692,1,1,4,8.33639,1,0.185982,1,1,1,1,1,0,-3.01,1
1,1,,0,1,4,2.639057,1,0.060881,1,1,1,1,1,0,-1.42,1
1,0.1875,0.1875,1,1,5,2.564949,1,0.549872,0,0,0,1,0.8889,0,-5.21,1
0.1667,0.1429,0.1429,1,0,5,4.143135,1,0.14289,1,1,1,1,0.4706,0,-2.908,1
1,0.0909,1,1,1,4,2.302585,1,0.159104,1,1,0,1,0.8571,0,-1.52,1
1,1,1,1,0,4,2.639057,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
0.125,1,1,1,1,4,2.197225,1,0.227036,1,1,1,1,0.4,0,-0.866,1
0.3846,1,1,1,1,3,2.397895,1,0.227036,1,1,1,1,0.5455,0,1.024,1
0.0909,1,1,1,1,4,2.944439,1,0.159104,1,1,1,1,1,0,3.265,1
1,1,,1,1,4,1.791759,1,0.076553,1,0,0,0,0.2083,0,4.499,1
1,1,1,1,1,4,2.302585,1,0.185982,1,0,1,1,1,0,-2.2,1
1,1,1,1,0,4,4.204693,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,0,1,4,2.079442,1,0.236669,0,0,0,0,1,0,3.307,1
0.1176,1,1,1,1,4,6.180017,1,0.159104,1,1,1,1,0.9231,0,-2.376,1
1,1,1,0,1,2,0,0,,0,0,1,0,0.2051,0,,0
0.2308,1,1,1,1,3,2.079442,1,0.227036,1,1,1,1,0.5,0,-2.049,1
1,1,,0,1,4,2.302585,1,0.163286,0,0,1,1,1,0,-0.976,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,1,1,0,4,2.302585,0,,1,1,1,1,0.9286,0,-0.341,1
1,1,,1,1,4,2.397895,1,0.163286,1,1,1,1,0.25,0,-1.519,1
1,1,1,1,0,4,2.772589,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
0.4667,0.4667,,0,1,4,0,1,0.060881,1,1,1,1,0.55,0,3.576,1
1,1,,1,1,4,2.639057,1,0.163286,1,1,1,1,0.25,0,-5.208,1
1,1,1,1,0,4,2.302585,0,,1,1,1,1,0.9474,0,0.149,1
1,0.2,0.6,1,0,4,0,1,0.167366,1,1,1,0,0.96,0,,0
0.2,1,1,1,1,4,2.833213,1,0.053036,1,1,1,1,0.4545,0,-0.344,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
0.2222,1,1,1,1,4,2.197225,1,0.227036,1,1,1,1,0.4545,0,-0.866,1
0.1667,1,1,1,1,3,4.820282,1,0.14289,1,1,1,1,0.3529,0,6.996,1
0.3889,1,1,1,1,3,1.791759,1,0.227036,1,1,1,0,0.5455,0,0.313,1
1,1,1,1,0,4,2.197225,1,0.076553,1,1,1,1,0.1111,0,-2.691,1
1,1,1,1,0,4,5.476464,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,1,1,0,4,2.079442,1,0.167366,1,1,1,1,0.2857,0,3.462,1
1,1,1,0,1,2,0,0,,0,0,1,0,0.1739,0,,0
1,1,,1,1,4,2.197225,1,0.163286,1,1,1,1,0.25,0,-1.499,1
1,1,,1,1,4,4.59512,1,0.163286,1,1,1,1,0.25,0,-5.488,1
1,1,1,0,1,2,0,0,,0,0,1,0,0.2051,0,,0
1,0.129,,0,0,3,0.693147,0,,1,1,1,0,,1,,0
1,1,0.0909,1,1,3,0.693147,1,0.159104,1,1,1,1,0.5833,0,,0
1,1,1,0,0,3,0,1,0.028552,0,0,1,0,,1,,0
1,1,1,1,0,4,3.135494,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
0,1,1,1,1,4,3.135494,1,0.159104,1,1,1,1,1,0,-2.137,1
1,1,0.1333,1,1,3,1.791759,1,0.159104,1,1,1,1,1,0,-1.49,1
0.1333,1,1,1,1,4,4.406719,1,0.159104,1,1,1,1,1,0,-2.236,1
1,1,1,1,0,4,0.693147,1,0.167366,1,1,1,1,0.2857,0,,0
1,0.1667,0.1667,1,1,3,1.609438,0,,1,1,0,1,0.0741,0,-1.5,1
1,0.0909,1,1,1,4,2.197225,1,0.159104,1,1,0,1,0.8571,0,-1.52,1
1,1,1,1,0,4,2.302585,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,1,1,1,4,1.609438,1,0.185982,1,0,1,1,1,0,,0
0,1,1,1,1,4,2.639057,1,0.159104,1,1,1,1,0.4286,0,2.843,1
1,1,,0,1,4,2.564949,1,0.060881,1,1,1,1,1,0,-1.42,1
1,1,,0,0,4,8.434898,1,0.230673,1,0,0,0,0.0833,0,,0
1,1,0.1333,1,1,3,1.791759,1,0.159104,1,1,1,1,1,0,-5.201,1
1,1,,1,1,4,2.484907,1,0.163286,1,1,1,1,0.1111,0,-1.5,1
1,1,,1,1,4,10.638448,1,0.076553,1,1,0,0,0.1351,0,6.852,1
1,1,,1,1,4,2.70805,1,0.163286,1,1,1,1,0.1111,0,-5.179,1
1,1,1,0,0,3,0,1,0.06216,0,0,1,0,,1,,0
1,1,1,0,0,2,1.609438,0,,0,0,1,0,0.9333,0,,0
0.0833,1,1,1,1,4,2.944439,1,0.159104,1,1,1,1,0.7778,0,-6.205,1
1,0.4,1,1,0,4,2.302585,1,0.159481,1,0,1,1,0.75,0,-4.646,1
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
1,1,,1,1,4,3.091042,1,0.163286,1,1,1,1,0.1111,0,-1.989,1
1,1,,0,1,4,3.7612,1,0.163286,1,1,1,1,1,0,-1.4,1
1,0.2,0.6,1,0,4,1.386294,1,0.167366,1,1,1,0,0.9091,0,-2.02,1
1,1,1,1,1,4,1.94591,0,,1,1,1,1,0.8333,0,1.149,1
1,0.1905,0.1905,1,0,4,2.639057,1,0.06216,0,0,0,1,0.9167,0,0.502,1
1,1,1,1,1,4,2.302585,1,0.185982,1,0,1,1,1,0,-2.7,1
1,0.2,0.6,1,0,4,1.386294,1,0.167366,1,1,1,0,0.9091,0,-2.661,1
1,1,,0,1,4,2.564949,1,0.060881,1,1,1,1,1,0,-1.42,1
1,1,0.0909,1,1,3,2.70805,1,0.159104,1,1,1,1,0.5833,0,-1.491,1
0.2,1,1,1,1,4,2.484907,1,0.053036,1,1,1,1,0.4545,0,-1.334,1
1,1,0.0909,1,1,3,5.981414,1,0.159104,1,1,1,1,0.1875,0,-2.081,1
1,1,,1,1,4,2.302585,1,0.163286,1,1,1,1,0.1111,0,-1.499,1
1,1,1,0,0,3,0,1,0.06216,0,0,1,0,,1,,0
1,0.2,0.6,1,0,4,1.791759,1,0.167366,1,1,1,0,0.2333,0,-2.009,1
1,1,1,0,0,2,0,0,,0,0,1,0,0.2222,0,,0
1,1,1,0,0,3,0,1,0.06216,0,0,1,0,,1,,0
1,1,1,0,0,3,0,1,0.06216,0,0,1,0,,1,,0
1,1,,1,1,4,2.833213,1,0.163286,1,1,1,1,0.25,0,-1.5,1
1,0.2857,0.2857,1,0,3,0.693147,1,0.160079,1,1,1,1,1,0,,0
0,1,1,1,1,4,2.197225,1,0.159104,1,1,1,1,0.4444,0,-1.475,1
1,1,1,1,1,4,2.079442,1,0.185982,1,0,1,1,1,0,-3.01,1
1,0.3529,,1,0,6,4.276666,1,0.569076,0,0,0,1,0.2857,0,-2.449,1
1,1,,0,1,4,2.772589,1,0.060881,1,1,1,1,0.55,0,4.649,1
1,0.3158,0.6,1,0,4,1.609438,1,0.167366,1,1,1,0,0.9,0,-2.56,1
1,1,,1,1,4,2.944439,1,0.163286,1,1,1,1,0.25,0,-0.944,1
0.2308,1,,1,1,4,10.448599,1,0.227036,1,1,1,1,0.2222,0,-4.646,1
1,0.2,1,1,0,4,1.94591,1,0.167366,1,1,1,0,0.4545,0,-1.95,1
1,1,1,1,1,4,4.127134,1,0.185982,1,1,1,1,1,0,-3.141,1
1,1,1,1,0,4,2.302585,1,0.167366,1,1,1,1,0.2857,0,-0.215,1
1,1,,0,1,4,2.772589,1,0.163286,1,1,1,1,1,0,-1.4,1
1,1,1,1,1,5,2.197225,1,0.100641,0,0,1,1,0.2222,0,0.5,1
1,1,1,1,0,4,1.94591,1,0.167366,1,1,1,1,0.2857,0,-1.297,1
1,1,,1,0,4,1.791759,1,0.076553,1,1,1,1,0.2857,0,,0
1,0.6,0.6,1,0,4,1.94591,1,0.167366,1,1,1,1,0.2727,0,-2.66,1
1,1,1,1,0,4,2.302585,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
0.1765,1,1,1,1,4,2.397895,1,0.227036,0,0,1,1,0.1538,0,-5.339,1
1,1,,1,1,4,2.564949,1,0.163286,1,1,1,1,0.25,0,-4.653,1
1,1,1,1,0,4,2.302585,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,,1,1,4,2.484907,1,0.163286,1,1,1,1,0.25,0,-3.008,1
1,1,1,1,0,4,3.367296,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
0.1667,0.1429,0.1429,1,0,5,2.079442,1,0.14289,1,1,1,1,0.25,0,-2.058,1
1,0.4,1,1,0,4,2.079442,1,0.159481,1,0,1,1,0.75,0,-2.65,1
1,1,,1,1,4,2.302585,1,0.163286,1,1,1,1,0.25,0,-2.019,1
0.125,1,1,1,1,4,2.197225,1,0.227036,1,1,1,1,0.5714,0,-3.876,1
1,1,1,0,0,3,0,1,0.06216,0,0,1,0,,1,,0
1,1,1,1,0,4,2.564949,1,0.076553,1,1,1,1,0.2593,0,4.838,1
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
0.1333,0.1429,0.1429,1,1,5,6.674561,1,0.14289,1,1,1,1,0.1818,0,-2.019,1
1,0.1667,0.1667,0,0,4,2.70805,1,0.096246,1,1,1,1,1,0,-0.18,1
0.2308,1,1,1,1,3,1.791759,1,0.236867,1,1,1,1,0.5,0,-3.498,1
1,0.4167,,0,1,4,2.302585,1,0.163286,1,1,1,1,0.9375,0,2.525,1
1,1,,0,1,4,2.197225,1,0.163286,1,1,1,1,1,0,,0
1,1,,0,1,4,2.197225,1,0.060881,1,1,1,1,0.55,0,4.075,1
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
1,1,1,1,1,4,2.197225,1,0.286116,1,0,0,0,0.1333,0,1.309,1
1,1,,0,1,4,2.772589,1,0.060881,1,1,1,1,1,0,-1.42,1
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
1,1,0.1333,1,1,3,2.079442,1,0.159104,1,1,1,1,1,0,-3,1
1,1,1,0,0,3,0,1,0.007332,0,0,1,0,,1,,0
1,1,1,0,0,3,0.693147,0,,0,0,1,0,,1,,0
0.1333,0.1429,0.1429,1,1,5,6.562444,1,0.14289,1,1,1,1,0.1818,0,-2.66,1
0.0833,1,1,1,1,4,2.079442,1,0.159104,1,1,1,1,0.7778,0,-1.476,1
0.125,1,1,1,1,4,2.079442,1,0.227036,1,1,1,1,0.1,0,0.847,1
1,1,1,0,1,4,2.70805,0,,1,0,1,1,0.1429,0,3.602,1
1,1,0.3636,0,0,6,2.772589,1,0.007332,1,0,1,1,0.5263,0,-1.91,1
1,1,1,1,0,4,3.583519,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,1,1,4,8.910586,1,0.185982,1,0,1,1,1,0,-2.2,1
,,1,0,0,3,1.609438,1,0.173589,1,1,1,1,,1,,0
0,1,1,1,1,4,2.890372,1,0.159104,1,1,1,1,1,0,-7.076,1
1,1,,1,1,4,2.197225,1,0.163286,1,1,1,1,0.25,0,-4.633,1
1,1,1,0,1,2,0,0,,0,0,1,0,0.2,0,,0
1,1,1,0,0,3,0,1,0.007332,0,0,1,0,,1,,0
1,1,1,0,0,2,0,0,,0,0,1,0,0.6154,0,,0
0.3846,1,1,1,1,3,1.386294,1,0.227036,1,1,1,1,0.5455,0,-1.336,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,1,0,1,2,0,0,,0,0,1,0,0.7083,0,,0
1,0.12,0.04,0,0,5,2.833213,0,,1,0,0,1,0.4,0,1.44,1
1,1,1,1,0,4,2.639057,1,0.167366,1,1,1,1,0.2857,0,-3.876,1
1,1,,1,1,4,2.397895,1,0.163286,1,1,1,1,0.25,0,-2.16,1
1,1,,1,1,4,2.564949,1,0.163286,1,1,1,1,0.25,0,-5.153,1
1,1,1,1,0,4,2.397895,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,0,0,3,0.693147,1,0.007332,0,0,1,0,,1,,0
1,1,,1,1,4,2.833213,1,0.163286,1,1,1,1,0.25,0,-1.519,1
1,0.4,1,1,0,4,2.397895,1,0.159481,1,0,1,1,0.75,0,-4.157,1
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
1,0.2,0.6,1,0,4,1.386294,1,0.167366,1,1,1,0,0.9091,0,-2.661,1
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
0.0833,0.4,0.4,1,1,5,6.188264,1,0.14289,1,1,0,0,0.3684,0,5.988,1
1,1,,0,1,4,3.218876,1,0.060881,1,1,1,1,0.55,0,4.075,1
1,1,1,0,0,2,0,0,,0,0,1,0,0.6154,0,,0
1,1,0.0909,1,1,3,3.713572,1,0.159104,1,1,1,1,0.5833,0,,0
0.0909,1,1,1,1,4,2.772589,1,0.159104,1,1,1,1,1,0,-4.486,1
0.125,1,1,1,1,4,2.302585,1,0.227036,1,1,1,1,0.1,0,-0.153,1
1,1,1,0,0,3,0,1,0.007332,0,0,1,0,,1,,0
1,0.2,1,1,0,4,1.609438,1,0.167366,1,1,1,0,0.4545,0,-0.756,1
1,1,1,1,0,4,4.043051,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,0.4,1,1,0,4,2.197225,1,0.159481,1,0,1,1,0.75,0,-7.14,1
1,,,0,0,4,2.397895,1,0.040932,1,0,0,1,,1,5.606,1
1,0.1429,0.6,1,0,4,1.386294,1,0.167366,1,1,1,0,0.5,0,-2.559,1
0.4,0.4,,0,1,4,6.831954,1,0.076553,1,1,0,0,0.125,0,4.769,1
1,1,0.1333,1,1,3,1.791759,1,0.159104,1,1,1,1,1,0,-6.341,1
0.1333,1,1,1,1,4,3.258097,1,0.159104,1,1,1,1,1,0,-1.576,1
0.5,1,0.1667,1,1,3,6.55108,1,0.159104,1,1,1,1,1,0,-2.651,1
0.2,1,1,1,1,4,3.78419,1,0.053036,1,1,1,1,0.4545,0,-0.344,1
1,1,,1,1,4,2.564949,1,0.163286,1,1,1,1,0.25,0,-6.198,1
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
1,1,,1,1,4,2.397895,1,0.163286,1,1,1,1,0.25,0,-1.464,1
1,1,1,1,0,4,3.465736,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-1.297,1
1,0.3846,1,1,1,3,2.197225,1,0.227036,1,1,1,1,0.5833,0,-1.438,1
1,1,,0,1,4,3.332205,1,0.060881,1,1,1,1,0.55,0,3.575,1
1,1,,1,1,4,2.302585,1,0.163286,1,1,1,1,0.25,0,-0.964,1
1,1,,1,1,4,2.302585,1,0.163286,1,1,1,1,0.25,0,-5.189,1
1,1,1,0,0,2,0,0,,0,0,1,0,,1,,0
0.4667,0.4667,,0,1,4,2.772589,1,0.060881,1,1,1,1,0.55,0,4.076,1
1,1,,1,1,4,2.772589,1,0.163286,1,1,1,1,0.25,0,-8.198,1
0.1765,1,1,1,1,4,2.397895,1,0.227036,0,0,1,1,0.8667,0,-1.488,1
1,1,1,1,0,4,1.609438,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,1,1,4,1.94591,1,0.076553,1,1,1,1,0.3704,0,-2.001,1
0.5,1,0.1667,1,1,3,5.978886,1,0.159104,1,1,1,1,1,0,-2.651,1
1,1,1,1,0,4,2.079442,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,,0,1,4,2.484907,1,0.060881,1,1,1,1,0.5,0,-1.42,1
0.2308,1,1,1,0,3,2.484907,1,0.236867,1,1,1,1,0.25,0,-0.11,1
