lev_from_returnpath,lev_returnpath_helo,lev_helo_messageid,dkim_signature_present,reply_to_present,hop_count,total_delay_log,asn_in_nerd,asn_avg_rep,ptr_exists,ptr_matches_helo,helo_domain_resolves,from_domain_has_mx,lev_display_name_alignment,display_name_missing,spamassassin_score,spamassassin_present
1,0.4,1,1,0,4,2.484907,1,0.159481,1,0,1,1,0.75,0,-6.645,1
1,1,,1,1,4,2.197225,1,0.163286,1,1,1,1,0.25,0,-0.944,1
1,1,,1,1,4,2.639057,1,0.163286,1,1,1,1,0.25,0,-5.208,1
1,1,1,1,0,4,1.94591,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
0.0909,1,1,1,1,4,2.079442,0,,1,1,1,1,0.3889,0,0.08,1
1,1,1,1,0,4,2.079442,1,0.167366,1,1,1,1,0.2857,0,-1.937,1
1,0.3,0.2,1,0,4,4.276666,1,0.159481,1,0,0,1,0.75,0,-4.436,1
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
1,0.1429,1,1,1,4,2.564949,1,0.159104,1,0,0,1,0.2222,0,-1.491,1
1,0.3846,1,1,1,3,1.609438,1,0.227036,1,1,1,1,0.5455,0,-3.139,1
1,1,1,1,0,4,1.94591,1,0.076553,1,1,1,1,0.4074,0,7.999,1
1,1,1,1,0,4,1.386294,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,0,0,2,0,0,,0,0,1,0,0.6154,0,,0
1,,,0,0,4,2.772589,1,0.00411,1,0,0,1,0.1429,0,-3.261,1
1,1,1,1,0,4,2.397895,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,,0,1,4,3.367296,1,0.060881,1,1,1,1,1,0,-1.42,1
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
1,1,1,1,0,4,1.94591,1,0.167366,1,1,1,1,0.2857,0,-4.987,1
1,1,,1,1,4,2.302585,1,0.163286,1,1,1,1,0.25,0,-1.499,1
1,1,1,1,0,4,2.302585,1,0.167366,1,1,1,1,0.2857,0,-1.297,1
1,0.4,1,1,0,4,2.197225,1,0.159481,1,0,1,1,0.75,0,-2.009,1
1,1,1,1,0,4,2.197225,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
0.1333,0.1429,0.1429,1,1,5,6.475433,1,0.14289,1,1,1,1,0.1818,0,-2.66,1
1,1,,0,0,4,0,1,0.076553,1,1,1,1,0.1905,0,,0
1,1,1,1,0,4,1.94591,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,1,0,4,1.609438,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
0.125,1,1,1,1,4,2.397895,1,0.236867,1,1,0,1,0.6207,0,-2.06,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,1,0,4,2.197225,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,1,1,0,4,0.693147,1,0.167366,1,1,1,1,0.2857,0,,0
1,1,,0,1,4,6.347389,1,0.076553,1,0,0,0,0.119,0,0.589,1
1,1,0.1333,1,1,3,1.609438,1,0.159104,1,1,1,1,1,0,1.51,1
1,0.2,0.6,1,0,4,0.693147,1,0.167366,1,1,1,0,0.9091,0,,0
0.1333,1,1,1,1,4,3.89182,1,0.159104,1,1,1,1,1,0,-2.236,1
1,1,1,1,0,4,1.386294,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,1,0,0,3,0,1,0.06216,0,0,1,0,,1,,0
0.3333,0.5294,0.2941,1,1,3,6.682109,1,0.158166,1,1,1,1,0.9,0,7.909,1
1,1,,0,1,4,2.564949,1,0.163286,1,1,1,1,1,0,-1.4,1
1,0.2,0.6,1,0,4,2.079442,1,0.167366,1,1,1,0,0.9231,0,-2.661,1
0.2,1,1,1,1,4,2.833213,1,0.053036,1,1,1,1,0.4545,0,-0.975,1
1,1,,0,1,4,2.944439,1,0.060881,1,1,1,1,1,0,-1.92,1
1,1,1,1,0,4,1.94591,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,1,0,4,1.791759,1,0.208451,1,0,1,1,0.9444,0,,0
1,1,,0,1,4,2.484907,1,0.060881,1,1,1,1,0.55,0,4.075,1
1,1,,0,1,4,2.890372,1,0.060881,1,1,1,1,1,0,-1.42,1
1,0.0769,0.0769,1,0,5,2.564949,1,0.007332,1,0,1,1,0.7273,0,-1.443,1
0.0909,1,1,1,1,4,2.302585,1,0.159104,1,1,1,1,1,0,-5.543,1
0.1538,1,1,1,1,3,6.526495,1,0.236867,1,1,1,1,0.4444,0,-1.937,1
1,1,1,1,1,4,1.609438,1,0.185982,1,0,1,1,1,0,,0
1,0.4,1,1,0,4,2.564949,1,0.159481,1,0,1,1,0.75,0,-5.147,1
1,1,0.1333,1,1,3,1.791759,1,0.159104,1,1,1,1,1,0,-5.68,1
0.1333,0.1429,0.1429,1,1,5,6.668228,1,0.14289,1,1,1,1,0.1818,0,-2.66,1
0.2,1,1,1,1,4,2.995732,1,0.053036,1,1,1,1,0.4545,0,-0.343,1
1,1,1,1,0,4,1.609438,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,0,0,2,0,1,0.007332,1,0,1,0,0.1538,0,,0
1,1,1,1,1,4,3.044522,1,0.185982,1,1,1,1,1,0,3.379,1
0.1875,1,1,1,1,4,2.197225,1,0.227036,1,0,1,1,0.5,0,-1.488,1
0.5,1,0.1667,1,1,3,2.079442,1,0.159104,1,0,1,1,1,0,-2.51,1
1,0.1,,0,0,3,1.791759,1,0.083093,1,0,0,0,0.3333,0,,0
1,1,1,1,0,4,1.609438,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
0.0909,0.1538,0.1538,1,0,4,2.639057,1,0.159104,1,1,1,1,0.4118,0,-1.989,1
1,1,,1,1,4,2.302585,1,0.163286,1,1,1,1,0.25,0,-1.499,1
0.1333,1,1,1,1,4,4.584967,1,0.159104,1,1,1,1,1,0,-2.236,1
1,1,,1,1,4,2.397895,1,0.163286,1,1,1,1,0.25,0,-3.008,1
0.3846,1,1,1,1,3,2.079442,1,0.227036,1,1,1,1,0.5455,0,-0.695,1
1,1,,1,1,4,2.197225,1,0.163286,1,1,1,1,0.25,0,-2.16,1
1,1,1,0,0,2,0,0,,0,0,1,0,0.6154,0,,0
1,0.4,1,1,0,4,2.944439,1,0.159481,1,0,1,1,0.75,0,-2.651,1
1,1,,0,1,4,2.564949,1,0.060881,1,1,1,1,1,0,-1.42,1
1,1,1,1,0,4,2.079442,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,0.6111,0.6111,0,1,3,1.609438,0,,1,1,1,1,1,0,-1.9,1
1,0.3529,0.1176,1,0,6,1.94591,1,0.569076,0,0,0,1,0.2857,0,-1.949,1
1,1,,1,1,4,1.791759,1,0.163286,1,1,1,1,0.25,0,,0
1,0.0952,0.0952,1,1,3,1.609438,1,0.159104,1,1,1,0,0.5185,0,1.971,1
1,1,,1,1,4,2.70805,1,0.163286,1,1,1,1,0.25,0,-4.209,1
1,1,1,1,0,4,0,1,0.167366,1,1,1,1,0.2857,0,,0
0.3077,1,1,1,1,3,6.410175,1,0.227036,1,1,1,1,0.5455,0,-1.686,1
1,0.4,1,1,0,4,2.302585,1,0.159481,1,0,1,1,0.75,0,-7.147,1
1,1,1,0,0,2,0,0,,0,0,1,0,0.6154,0,,0
1,1,1,1,1,4,2.484907,1,0.185982,1,1,1,1,1,0,2.039,1
1,1,,1,1,4,2.302585,1,0.163286,1,1,1,1,0.25,0,-0.964,1
1,1,1,0,1,5,2.397895,1,0.405396,1,1,1,1,0.6429,0,0.713,1
1,1,1,1,0,4,2.079442,1,0.167366,1,1,1,1,0.2857,0,-1.297,1
1,1,,0,1,4,3.135494,1,0.060881,1,1,1,1,0.55,0,4.148,1
1,0.3077,,0,1,4,4.26268,1,0.163286,1,1,1,1,1,0,2.524,1
0.0909,1,0.0909,1,1,4,2.079442,1,0.159104,1,1,1,1,0.9,0,-6.351,1
1,0.3846,1,1,1,3,2.564949,1,0.227036,1,1,1,1,0.5455,0,-2.488,1
1,1,1,1,0,4,2.890372,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,0.4,1,1,0,4,2.564949,1,0.159481,1,0,1,1,0.75,0,-4.157,1
1,1,,1,1,4,2.302585,1,0.163286,1,1,1,1,0.2,0,0.071,1
1,1,1,0,0,2,0,0,,0,0,1,0,0.1538,0,,0
1,1,1,1,0,4,1.609438,1,0.167366,1,1,1,1,0.2857,0,-1.937,1
0.5,1,0.1667,1,1,3,6.378426,1,0.159104,1,1,1,1,1,0,-2.651,1
1,0.4,1,1,0,4,2.639057,1,0.159481,1,0,1,1,0.75,0,-0.46,1
1,1,1,1,0,4,2.772589,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,0,0,3,0,1,0.06216,0,0,1,0,,1,,0
1,1,1,1,1,4,2.70805,1,0.076553,1,1,1,1,0.4074,0,12.738,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,1,1,0,4,2.079442,1,0.167366,1,1,1,1,0.2857,0,-1.297,1
1,1,,1,1,4,2.564949,1,0.163286,1,1,1,1,0.1111,0,-1.5,1
1,1,1,1,0,4,3.433987,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,,0,1,4,5.55296,1,0.230673,1,0,1,0,0.2,0,11.847,1
1,1,1,1,0,4,1.386294,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,1,1,0,5,2.70805,0,,1,1,1,1,0.6154,0,-2.66,1
1,1,,1,1,4,2.639057,1,0.163286,1,1,1,1,0.25,0,-1.499,1
1,0.1111,1,1,1,6,2.833213,0,,1,1,1,0,0.1875,0,-0.352,1
1,1,,0,1,4,4.304065,1,0.060881,1,1,1,1,1,0,-0.996,1
1,0.2,0.6,1,0,4,1.609438,1,0.167366,1,1,1,0,0.9333,0,-2.661,1
1,1,1,1,0,4,1.609438,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,0.0909,1,1,3,1.791759,1,0.159104,1,1,1,1,0.5833,0,0.848,1
0.1333,0.1429,,1,1,5,6.629363,1,0.14289,1,0,1,1,0.1818,0,-2.659,1
1,1,1,1,0,4,1.386294,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,0.2083,0,1,4,2.397895,1,0.120271,0,0,0,0,0.9333,0,5.613,1
1,0.2,0.6,1,0,4,2.302585,1,0.167366,1,1,1,0,0.9091,0,-2.661,1
1,0.4,1,1,0,4,2.302585,1,0.159481,1,0,1,1,0.75,0,-4.157,1
1,1,1,1,0,4,1.386294,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,,0,1,4,2.70805,1,0.060881,1,1,1,1,0.5,0,-1.42,1
0.1333,0.1429,,1,1,5,6.466145,1,0.14289,1,1,1,1,0.1818,0,-2.66,1
0.1176,1,0.2941,1,1,3,2.833213,1,0.158166,1,1,1,1,0.6667,0,-8.598,1
1,0.4,1,1,0,4,2.302585,1,0.159481,1,0,1,1,0.75,0,-5.689,1
0.2222,1,1,1,1,4,2.302585,1,0.227036,1,1,1,1,0.4545,0,1.524,1
1,1,1,0,0,2,0.693147,1,0.028074,1,0,1,0,0.9375,0,,0
1,1,,0,1,4,2.639057,1,0.060881,1,1,1,1,1,0,-1.92,1
0.25,0.3529,0.2941,1,1,3,1.791759,1,0.158166,1,1,1,1,0.6364,0,6.597,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
0.1333,1,1,1,1,4,3.610918,1,0.159104,1,1,1,1,1,0,-4.976,1
1,1,,0,1,4,2.397895,1,0.060881,1,1,1,1,0.55,0,3.575,1
1,1,,0,1,4,2.564949,1,0.060881,1,1,1,1,1,0,-1.42,1
1,1,,0,1,4,3.258097,1,0.060881,1,1,1,1,1,0,-0.996,1
1,0.2,0.2,0,0,4,8.895767,1,0.158846,1,1,0,1,0.1667,0,7.536,1
0.125,1,1,1,1,4,2.564949,1,0.227036,1,1,1,1,0.0714,0,-3.876,1
1,0.4,1,1,0,4,2.397895,1,0.159481,1,0,1,1,0.75,0,-0.961,1
1,1,1,1,0,4,1.94591,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,0.125,0.125,0,0,7,3.258097,1,0.005278,0,0,1,1,0.2143,0,-1.901,1
1,1,1,1,0,4,2.484907,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,0.6111,0.6111,1,1,3,1.609438,0,,1,1,1,1,1,0,3.4,1
1,0.0909,1,1,1,4,2.639057,0,,1,0,0,1,0.1515,0,2.071,1
1,1,0.1333,1,1,3,1.791759,1,0.159104,1,1,1,1,1,0,-5.7,1
1,1,1,1,0,4,1.94591,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
0.1818,0.1818,0.1818,1,0,4,2.197225,1,0.159104,1,1,0,1,0.1538,0,-2.061,1
1,0.3077,,0,1,4,2.70805,1,0.163286,1,1,1,1,0.0833,0,1.514,1
1,0.5,,1,1,4,2.484907,1,0.060881,0,0,1,1,0.8846,0,-1.596,1
1,1,1,1,0,4,4.143135,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
0.2,1,1,1,1,4,2.484907,1,0.053036,1,1,1,1,0.3235,0,-0.314,1
1,1,1,1,0,4,3.178054,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,0.2,0.6,1,0,4,1.098612,1,0.167366,1,1,1,0,0.9091,0,-2.661,1
1,1,,1,1,4,2.079442,1,0.163286,1,1,1,1,0.25,0,-1.52,1
1,1,,0,1,4,2.484907,1,0.060881,1,1,1,1,1,0,-1.42,1
0.1333,1,1,1,1,4,4.442651,1,0.159104,1,1,1,1,1,0,-2.236,1
0.0909,0.3636,0.5,1,0,4,1.609438,1,0.03003,1,0,0,1,0.0938,0,-1.602,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,1,0,0,4,0,1,0.017048,0,0,1,1,0.3077,0,6.3,1
1,0.4,1,1,0,4,2.302585,1,0.159481,1,0,1,1,0.75,0,-3.656,1
1,1,,1,1,4,2.484907,1,0.163286,1,1,1,1,0.25,0,-6.698,1
,,1,0,0,3,1.098612,1,0.173589,1,1,1,1,,1,,0
1,1,,0,1,4,2.639057,1,0.060881,1,1,1,1,0.5,0,-1.42,1
1,0.6,0.6,1,0,4,1.386294,1,0.167366,1,1,1,1,0.75,0,-2.41,1
1,1,1,1,0,4,1.94591,1,0.167366,1,1,1,1,0.2857,0,-1.296,1
1,1,,1,1,4,2.70805,1,0.163286,1,1,1,1,0.25,0,-8.198,1
1,1,1,0,0,2,0,0,,0,0,1,0,0.6154,0,,0
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-3.153,1
1,0.3846,1,1,1,3,1.386294,1,0.227036,1,1,1,1,0.5833,0,1.562,1
1,0.125,0.125,0,0,3,0.693147,1,0.034848,1,1,0,1,0.1333,0,,0
1,1,1,1,1,4,11.262321,1,0.185982,1,1,1,1,1,0,-0.471,1
1,1,0.1333,1,1,3,2.197225,1,0.159104,1,1,1,1,1,0,-2.651,1
1,1,1,0,0,2,0,0,,0,0,1,0,0.6154,0,,0
1,1,1,1,0,4,2.302585,1,0.167366,1,1,1,1,0.2857,0,-1.297,1
,,,0,0,4,4.143135,1,0.009829,0,0,1,1,0.3,0,8.701,1
1,1,,0,1,4,2.70805,1,0.163286,1,1,1,1,0.0909,0,-1.4,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,1,1,0,4,1.94591,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,0.4,1,1,0,4,2.079442,1,0.159481,1,0,1,1,0.75,0,-2.66,1
1,1,0.0909,1,1,3,6.893656,1,0.159104,1,1,1,1,0.5833,0,-1.51,1
0.0909,1,1,1,1,4,3.258097,1,0.159104,1,1,1,1,1,0,-1.865,1
0.125,1,1,1,1,4,1.791759,1,0.227036,1,1,1,1,0.0714,0,,0
1,1,1,1,0,4,2.079442,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,,1,1,4,2.564949,1,0.163286,1,1,1,1,0.25,0,-4.653,1
0.3077,1,1,1,1,3,2.197225,1,0.227036,1,1,1,1,0.5455,0,7.871,1
0.1333,1,1,1,1,4,4.744932,1,0.159104,1,1,1,1,1,0,-2.236,1
1,1,1,1,0,4,1.386294,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,1,0,4,2.772589,1,0.167366,1,1,1,1,0.2857,0,-4.517,1
1,1,,1,1,4,2.302585,1,0.163286,1,1,1,1,0.25,0,-8.699,1
1,1,0.1333,1,1,3,2.197225,1,0.159104,1,1,1,1,1,0,-5.699,1
1,1,,1,1,4,2.772589,1,0.163286,1,1,1,1,0.1111,0,-1.5,1
1,1,0.1333,1,1,3,1.791759,1,0.159104,1,1,1,1,1,0,-3.001,1
1,1,1,1,0,4,3.433987,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,1,0,4,2.302585,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,1,0,1,2,0,0,,0,0,1,0,0.7083,0,,0
1,0.1,0.6,1,0,4,1.098612,1,0.167366,1,1,1,1,0.4545,0,-2.467,1
1,1,,1,1,4,2.302585,1,0.163286,1,1,1,1,0.25,0,-1.604,1
1,1,0.1538,1,1,3,4.543295,1,0.159104,1,1,1,1,0.6429,0,-1.455,1
1,1,,1,1,4,8.195334,1,0.163286,1,1,1,1,0.25,0,-3.008,1
1,1,1,1,0,4,1.94591,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,0.0909,1,1,3,6.705639,1,0.159104,1,1,1,1,0.5833,0,-2.152,1
1,1,,1,1,4,1.94591,1,0.076553,1,1,1,1,0.1111,0,7.338,1
1,1,1,0,0,2,0,0,,0,0,1,0,0.6154,0,,0
0.1333,1,1,1,1,4,4.844187,1,0.159104,1,1,1,1,1,0,-2.976,1
1,1,1,1,0,4,1.609438,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,0.4,1,1,0,4,2.197225,1,0.159481,1,0,1,1,0.75,0,-1.101,1
1,1,1,1,1,4,2.639057,1,0.185982,1,0,1,1,1,0,-2.661,1
0.1667,0.1429,0.1429,1,0,5,2.197225,1,0.14289,1,1,1,1,0.25,0,0.941,1
1,1,,0,1,4,2.484907,1,0.060881,1,1,1,1,1,0,-1.42,1
1,1,1,1,0,7,2.70805,1,0.110069,1,0,1,1,0.1,0,5.042,1
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
1,1,,0,1,4,2.833213,1,0.060881,1,1,1,1,1,0,-1.92,1
1,1,1,0,1,4,8.943245,1,0.002617,0,0,1,0,0.1176,0,2.168,1
1,1,,0,1,4,2.484907,1,0.060881,1,1,1,1,1,0,-0.996,1
1,1,,1,1,4,2.639057,1,0.163286,1,1,1,1,0.25,0,-6.198,1
1,1,1,1,1,4,7.613819,1,0.185982,1,0,1,1,1,0,-3.821,1
1,1,1,0,0,2,0,0,,0,0,1,0,0.6154,0,,0
1,1,,0,1,4,2.772589,1,0.163286,1,1,1,1,1,0,-1.4,1
1,1,,1,1,4,2.302585,1,0.163286,1,1,1,1,0.25,0,-0.943,1
1,1,,1,1,4,3.044522,1,0.163286,1,1,1,1,0.25,0,-5.208,1
1,0.4444,1,0,0,6,2.890372,0,,0,0,1,1,0.4,0,-1.167,1
1,1,1,1,1,4,2.639057,1,0.286116,1,0,0,0,0.2258,0,-1.499,1
1,1,1,0,0,2,0,0,,0,0,1,0,,1,,0
1,1,,0,1,4,1.791759,1,0.060881,1,1,1,1,0.55,0,4.075,1
1,1,0.7273,0,1,6,2.833213,1,0.33976,0,0,1,1,,1,6.465,1
1,1,0.0909,1,1,3,5.953243,1,0.159104,1,1,1,1,0.5833,0,-1.955,1
0.25,1,1,1,1,4,2.079442,1,0.227036,1,1,1,1,0.9167,0,-1.489,1
0.3846,0.5833,0.1818,1,1,3,1.791759,1,0.159104,1,1,1,1,1,0,-0.989,1
1,1,,0,1,4,2.484907,1,0.060881,1,1,1,1,1,0,-1.496,1
1,0.2,0.6,1,0,4,1.609438,1,0.167366,1,1,1,0,0.9091,0,-2.02,1
1,1,,1,1,4,2.70805,1,0.163286,1,1,1,1,0.25,0,-0.944,1
1,0.1667,0.1667,1,1,3,2.079442,0,,1,1,0,1,0.3214,0,-1.692,1
1,1,1,1,0,4,2.302585,0,,1,1,1,1,0.9286,0,-0.351,1
1,1,,1,1,4,4.882802,1,0.163286,1,1,1,1,0.25,0,-4.998,1
1,1,1,0,1,2,0,0,,0,0,1,0,0.7083,0,,0
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-2.128,1
1,1,,1,1,4,2.302585,1,0.163286,1,1,1,1,0.25,0,-1.499,1
0.2,1,1,1,1,4,2.639057,1,0.053036,1,1,1,1,0.4545,0,-0.974,1
0,1,1,1,1,4,3.135494,1,0.159104,1,1,1,1,0.4444,0,-2.527,1
0.2222,1,1,1,1,4,2.70805,1,0.227036,1,1,1,1,0.4545,0,-0.866,1
1,1,,1,1,4,3.044522,1,0.163286,1,1,1,1,0.1111,0,-2.179,1
1,1,1,1,1,4,2.397895,1,0.286116,1,0,0,0,0.1,0,-1.5,1
1,0.4,1,1,0,4,2.302585,1,0.159481,1,0,1,1,0.75,0,-4.297,1
0.4167,1,0.1667,1,1,3,1.609438,1,0.159104,1,1,1,1,0.3333,0,-4.999,1
1,1,1,1,0,4,2.079442,1,0.003051,0,0,1,1,,1,-2,1
1,0.1053,0.1053,1,1,3,1.386294,1,0.286116,1,1,1,0,0.2593,0,2.461,1
1,1,,1,1,4,1.791759,1,0.163286,1,1,0,1,0.5,0,,0
1,0.3077,,0,0,3,0.693147,1,0.012826,1,1,1,0,,1,,0
1,1,,0,1,4,3.332205,1,0.060881,1,1,1,1,1,0,-1.496,1
1,1,1,0,0,2,0,1,0.06216,0,0,1,0,0.5833,0,,0
1,1,,0,1,4,3.73767,1,0.060881,1,1,1,1,1,0,-0.995,1
1,1,1,0,0,2,0,0,,0,0,1,0,,1,,0
1,1,,1,1,4,1.791759,1,0.163286,1,1,1,1,0.1111,0,,0
0.1333,1,1,1,1,4,5.840642,1,0.159104,1,1,1,1,1,0,-1.476,1
1,1,1,1,0,4,2.197225,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,1,0,4,1.386294,1,0.167366,1,1,1,1,0.3333,0,-1.938,1
1,1,,1,1,4,2.397895,1,0.163286,1,1,1,1,0.25,0,-1.999,1
1,1,1,1,0,4,1.098612,1,0.167366,1,1,1,1,0.2857,0,-1.297,1
0.3529,0.3529,0.2,1,1,4,2.484907,1,0.159104,1,1,1,1,0.25,0,-1.518,1
1,1,1,1,0,4,1.386294,1,0.167366,1,1,1,1,0.2857,0,-1.937,1
1,1,1,0,0,2,0,0,,0,0,1,0,0.6154,0,,0
0.1667,0.1429,,1,0,5,2.079442,1,0.14289,1,1,1,1,0.4706,0,-2.559,1
1,1,1,1,1,4,2.197225,1,0.185982,1,1,1,1,1,0,-2,1
1,0.2,0.6,1,0,4,1.098612,1,0.167366,1,1,1,0,0.9474,0,-2.661,1
1,0.2,0.6,1,0,4,1.386294,1,0.167366,1,1,1,0,0.5,0,-2.019,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,1,0,4,2.079442,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
0.5,1,0.1667,1,1,3,1.791759,1,0.159104,1,1,1,1,1,0,-2.651,1
1,0.4,1,1,0,4,2.079442,1,0.159481,1,0,1,1,0.75,0,-0.961,1
1,1,1,1,0,4,3.218876,0,,0,0,1,1,,1,-0.041,1
1,1,1,1,0,4,2.079442,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,1,0,4,4.189655,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,,1,1,4,2.639057,1,0.163286,1,1,1,1,0.1111,0,1.511,1
1,1,0.1429,0,0,5,7.696213,1,0.017048,0,0,1,1,0.2222,0,-2.261,1
1,0.1538,0.1538,0,0,3,1.098612,1,0.073574,1,1,0,1,0.1875,0,,0
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-1.297,1
1,1,1,1,0,4,2.397895,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,0.2,0.6,1,0,4,2.079442,1,0.167366,1,1,1,0,0.96,0,-2.451,1
0.1667,0.1176,0.1176,1,0,5,6.543912,1,0.14289,1,1,1,1,0.4706,0,-2.559,1
1,0.4444,1,0,0,6,2.833213,0,,0,0,1,1,0.4,0,-1.167,1
1,0.7692,0.7692,1,1,4,2.079442,1,0.185982,1,1,1,1,1,0,-2,1
1,1,0.1333,1,1,3,5.187386,1,0.159104,1,1,1,1,1,0,-3,1
1,1,1,1,0,4,1.386294,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
0.0909,1,1,1,1,4,2.484907,1,0.159104,1,1,1,1,1,0,-1.866,1
1,1,1,1,0,4,1.386294,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,1,1,4,2.484907,1,0.286116,1,0,0,0,0.2,0,-2.16,1
1,1,1,0,0,3,0,1,0.06216,0,0,1,0,,1,,0
1,1,1,0,0,2,0,0,,0,0,1,0,0.9375,0,,0
1,1,1,0,0,2,0,0,,0,0,1,0,,1,,0
,,1,0,0,3,1.94591,1,0.077215,1,0,1,1,,1,-1.699,1
1,0.6,0.6,1,0,4,1.386294,1,0.167366,1,1,1,1,0.5882,0,-5.06,1
0.1176,1,1,1,1,4,6.801283,1,0.159104,1,1,1,1,0.1273,0,4.672,1
1,1,,0,1,4,2.833213,1,0.163286,1,1,1,1,1,0,-1.4,1
1,1,1,1,0,4,1.94591,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,0.0909,1,1,3,2.639057,1,0.159104,1,1,1,1,0.5833,0,-2.652,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-1.297,1
1,1,,0,1,4,2.564949,1,0.163286,0,0,1,1,1,0,3.924,1
1,1,1,0,0,2,0,0,,0,0,1,0,0.9375,0,,0
1,1,,1,1,4,2.197225,1,0.163286,1,1,1,1,0.1111,0,-1.499,1
1,0.4,1,1,0,4,2.639057,1,0.159481,1,0,1,1,0.75,0,-4.646,1
1,1,1,1,0,4,1.098612,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
0.2,1,1,1,1,4,2.995732,1,0.053036,1,1,1,1,0.4545,0,-0.124,1
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
1,1,1,0,0,2,0,0,,0,0,1,0,,1,,0
0.2222,1,1,1,1,4,2.639057,1,0.227036,1,1,1,1,0.4545,0,-0.866,1
1,1,,0,1,4,2.484907,1,0.060881,1,1,1,1,1,0,-1.92,1
1,1,1,1,0,4,2.484907,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,,1,1,4,2.484907,1,0.163286,1,1,1,1,0.25,0,-1.52,1
1,1,0.0909,1,1,3,1.791759,1,0.159104,1,1,1,1,0.5833,0,-1.991,1
1,1,1,1,0,4,1.94591,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,0.1053,0.1053,0,0,3,1.791759,1,0.083093,0,0,0,1,0.1667,0,1.417,1
1,1,,1,1,4,2.890372,1,0.163286,1,1,1,1,0.25,0,-5.699,1
0.0909,0.3636,0.5,1,0,4,2.564949,1,0.03003,1,0,0,1,0.0938,0,-0.932,1
1,1,1,0,0,3,0,1,0.028074,1,0,1,0,,1,,0
